name,seqid,start,end,strand,length,coverage_pct,avg_identity,quality_score,status
Histidine kinase,contig_1,23962,25470,+,1509,100.0,95.95369626763362,97.16758738734353,complete
putative membrane transporter protein,contig_1,25495,26340,+,846,100.0,95.95369626763365,97.16758738734354,complete
DUF1634 domain-containing protein,contig_1,26340,26708,+,369,100.0,95.95369626763363,97.16758738734354,complete
SHOCT domain-containing protein,contig_1,27089,27520,-,432,100.0,95.95369626763362,97.16758738734353,complete
1%2C2-diacylglycerol 3-glucosyltransferase,contig_1,27939,29141,+,1203,100.0,95.95369626763363,97.16758738734354,complete
Phosphatidylglycerol lysyltransferase,contig_1,29222,30238,+,1017,100.0,95.95369626763363,97.16758738734354,complete
NAD(P)-dependent oxidoreductase,contig_1,30251,31129,+,879,100.0,95.95369626763363,97.16758738734354,complete
YkuJ protein,contig_1,31201,31434,+,234,100.0,95.95369626763363,97.16758738734354,complete
Lipoteichoic acid synthase 1,contig_1,31652,33709,+,2058,100.0,95.95369626763363,97.16758738734354,complete
Peroxide operon regulator,contig_1,33847,34284,+,438,100.0,95.95369626763363,97.16758738734354,complete
Integral membrane protein,contig_1,40037,40747,-,711,100.0,95.95369626763365,97.16758738734354,complete
methionine adenosyltransferase,contig_1,40929,42128,+,1200,100.0,95.95369626763365,97.16758738734354,complete
Drug resistance MFS transporter%2C drug:H+ antiporter-1 family protein,contig_1,42226,43695,+,1470,100.0,95.95369626763365,97.16758738734354,complete
6-phosphogluconolactonase,contig_1,43730,44755,-,1026,100.0,95.95369626763363,97.16758738734354,complete
PTS sorbitol transporter subunit IIA,contig_1,44904,45293,+,390,100.0,95.95369626763363,97.16758738734354,complete
AI-2E family transporter,contig_1,45311,46456,+,1146,100.0,95.95369626763363,97.16758738734354,complete
N-acetyltransferase,contig_1,46503,46934,-,432,100.0,95.95369626763362,97.16758738734353,complete
GMP reductase,contig_1,47105,48082,-,978,100.0,95.95369626763363,97.16758738734354,complete
CorA-like Mg2+ transporter family protein,contig_1,48278,49234,-,957,100.0,95.95369626763365,97.16758738734354,complete
Methyltransferase domain-containing protein,contig_1,49446,50279,+,834,100.0,95.95369626763362,97.16758738734353,complete
tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,contig_1,50533,51042,+,510,100.0,95.95369626763362,97.16758738734353,complete
DUF1149 domain-containing protein,contig_1,51055,51456,+,402,100.0,95.95369626763363,97.16758738734354,complete
DNA translocase FtsK,contig_1,51598,53946,+,2349,100.0,95.95369626763365,97.16758738734354,complete
Peptidase M16 C-terminal domain-containing protein,contig_1,54206,55477,+,1272,100.0,95.95369626763363,97.16758738734354,complete
Processing protease,contig_1,55467,56777,+,1311,100.0,95.95369626763363,97.16758738734354,complete
Oxidoreductase,contig_1,56770,57498,+,729,100.0,95.95369626763362,97.16758738734353,complete
DUF4115 domain-containing protein,contig_1,57581,58504,+,924,100.0,95.95369626763363,97.16758738734354,complete
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,contig_1,58527,59111,+,585,100.0,95.95369626763363,97.16758738734354,complete
recombinase RecA,contig_1,59303,60361,+,1059,100.0,95.95369626763363,97.16758738734354,complete
ribonuclease Y,contig_1,60605,62167,+,1563,100.0,95.95369626763365,97.16758738734354,complete
hypothetical protein,contig_1,62167,62436,+,270,100.0,95.95369626763363,97.16758738734354,complete
ferrochelatase,contig_1,62405,63118,+,714,100.0,95.95369626763365,97.16758738734354,complete
Undecaprenyl-phosphate N-acetyl-glucosaminyl transferase,contig_1,63219,64316,+,1098,100.0,95.95369626763363,97.16758738734354,complete
Translation regulator,contig_1,64341,65003,-,663,100.0,95.95369626763363,97.16758738734354,complete
DEAD/DEAH box helicase family protein,contig_1,65060,66394,+,1335,100.0,95.95369626763365,97.16758738734354,complete
Late competence protein,contig_1,66394,67068,+,675,100.0,95.95369626763363,97.16758738734354,complete
Ribosome hibernation promoting factor,contig_1,67194,67739,+,546,100.0,95.95369626763363,97.16758738734354,complete
preprotein translocase subunit SecA,contig_1,67968,70331,+,2364,100.0,95.95369626763363,97.16758738734354,complete
peptide chain release factor 2,contig_1,70521,71519,+,999,100.0,95.95369626763362,97.16758738734353,complete
cell division ATP-binding protein FtsE,contig_1,71650,72336,+,687,100.0,95.95369626763365,97.16758738734354,complete
permease-like cell division protein FtsX,contig_1,72326,73213,+,888,100.0,95.95369626763363,97.16758738734354,complete
PDZ domain-containing protein,contig_1,73400,74536,+,1137,100.0,95.95369626763363,97.16758738734354,complete
Two-component response regulator,contig_1,74557,75270,+,714,100.0,95.95369626763365,97.16758738734354,complete
histidine kinase,contig_1,75257,76918,+,1662,100.0,95.95369626763363,97.16758738734354,complete
Phosphate-binding protein,contig_1,77013,77873,+,861,100.0,95.95369626763363,97.16758738734354,complete
phosphate ABC transporter permease subunit PstC,contig_1,77884,78807,+,924,100.0,95.95369626763363,97.16758738734354,complete
phosphate ABC transporter permease PstA,contig_1,78807,79691,+,885,100.0,95.95369626763362,97.16758738734353,complete
phosphate ABC transporter ATP-binding protein PstB,contig_1,79701,80510,+,810,100.0,95.95369626763363,97.16758738734354,complete
phosphate ABC transporter ATP-binding protein PstB,contig_1,80531,81289,+,759,100.0,95.95369626763363,97.16758738734354,complete
phosphate signaling complex protein PhoU,contig_1,81308,81985,+,678,100.0,95.95369626763365,97.16758738734354,complete
Nucleoside 2-deoxyribosyltransferase family protein,contig_1,82060,82530,+,471,100.0,95.95369626763365,97.16758738734354,complete
daptomycin-sensing surface protein LiaX,contig_1,82701,84155,+,1455,100.0,95.9536962676336,97.16758738734352,complete
PspC domain-containing protein,contig_1,84183,84416,+,234,100.0,95.95369626763363,97.16758738734354,complete
hypothetical protein,contig_1,84416,84715,+,300,100.0,95.95369626763365,97.16758738734354,complete
Phage holin family protein,contig_1,84715,85068,+,354,100.0,95.95369626763362,97.16758738734353,complete
HPr(Ser) kinase/phosphatase,contig_1,85214,86155,+,942,100.0,95.95369626763365,97.16758738734354,complete
prolipoprotein diacylglyceryl transferase,contig_1,86278,87111,+,834,100.0,95.95369626763362,97.16758738734353,complete
NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,contig_1,87139,88167,+,1029,100.0,95.95369626763363,97.16758738734354,complete
Tetratricopeptide repeat protein,contig_1,88279,88689,+,411,100.0,95.95369626763365,97.16758738734354,complete
thioredoxin-disulfide reductase,contig_1,88777,89697,+,921,100.0,95.95369626763365,97.16758738734354,complete
Phosphoglucomutase,contig_1,90076,91800,+,1725,100.0,95.95369626763362,97.16758738734353,complete
5'-deoxynucleotidase YfbR,contig_1,91913,92545,+,633,100.0,95.95369626763363,97.16758738734354,complete
excinuclease ABC subunit UvrB,contig_1,92962,94965,+,2004,100.0,95.95369626763362,97.16758738734353,complete
excinuclease ABC subunit UvrA,contig_1,94978,97830,+,2853,100.0,95.95369626763363,97.16758738734354,complete
Integral membrane protein,contig_1,97985,98521,+,537,100.0,95.95369626763363,97.16758738734354,complete
RNase adapter RapZ,contig_1,98723,99607,+,885,100.0,95.95369626763362,97.16758738734353,complete
Putative gluconeogenesis factor,contig_1,99604,100638,+,1035,100.0,95.95369626763365,97.16758738734354,complete
DNA-binding protein WhiA,contig_1,100641,101585,+,945,100.0,95.95369626763363,97.16758738734354,complete
MarR family transcriptional regulator,contig_1,101676,102131,+,456,100.0,95.95369626763363,97.16758738734354,complete
Thioredoxin-like fold domain-containing protein,contig_1,102236,102754,-,519,100.0,95.95369626763363,97.16758738734354,complete
ATP-dependent Clp protease proteolytic subunit,contig_1,102877,103461,-,585,100.0,95.95369626763363,97.16758738734354,complete
Permease IIC component,contig_1,104198,105385,+,1188,100.0,95.95369626763365,97.16758738734354,complete
Glycosyl hydrolase family 3 N terminal domain protein,contig_1,105396,107678,+,2283,100.0,95.95369626763363,97.16758738734354,complete
Bacterial regulatory s%2C lacI family protein,contig_1,107692,108663,+,972,100.0,95.95369626763365,97.16758738734354,complete
Inosine-uridine preferring nucleoside hydrolase,contig_1,108801,109754,+,954,100.0,95.95369626763363,97.16758738734354,complete
Putative adhesive domain-containing protein,contig_1,109994,111505,+,1512,100.0,95.95369626763363,97.16758738734354,complete
Bacterial Ig domain-containing protein,contig_1,111603,113180,+,1578,100.0,95.95369626763363,97.16758738734354,complete
Gram-positive cocci surface proteins LPxTG domain-containing protein,contig_1,113181,114989,+,1809,100.0,95.95369626763365,97.16758738734354,complete
NAD dependent epimerase/dehydratase family protein,contig_1,115445,116086,+,642,100.0,95.95369626763363,97.16758738734354,complete
Lipoprotein,contig_1,116199,116720,+,522,100.0,95.95369626763363,97.16758738734354,complete
Zinc-binding alcohol dehydrogenase,contig_1,116948,117685,+,738,100.0,95.95369626763363,97.16758738734354,complete
DNA-binding protein%2C XRE family,contig_1,117862,118716,-,855,100.0,95.95369626763362,97.16758738734353,complete
Putative membrane protein,contig_1,118790,118957,+,168,100.0,95.95369626763363,97.16758738734354,complete
Aryl-alcohol dehydrogenase,contig_1,118992,120110,-,1119,100.0,95.95369626763362,97.16758738734353,complete
Putative 3-methyladenine DNA glycosylase,contig_1,120197,120838,-,642,100.0,95.95369626763363,97.16758738734354,complete
ABC transporter ATP-binding protein,contig_1,120981,121853,+,873,100.0,95.95369626763363,97.16758738734354,complete
ABC-2 type transporter family protein,contig_1,121857,122387,+,531,100.0,95.95369626763363,97.16758738734354,complete
hypothetical protein,contig_1,122415,122603,+,189,100.0,95.95369626763363,97.16758738734354,complete
histidine kinase,contig_1,122600,123262,+,663,100.0,95.95369626763363,97.16758738734354,complete
histidine kinase,contig_1,123302,123724,+,423,100.0,95.95369626763365,97.16758738734354,complete
response regulator,contig_1,123721,123936,+,216,100.0,95.95369626763362,97.16758738734353,complete
Sugar phosphate isomerase/epimerase,contig_1,124173,124394,+,222,100.0,95.95369626763365,97.16758738734354,complete
Bacterial extracellular solute-binding s%2C 5 Middle family protein,contig_1,124784,126415,+,1632,100.0,95.95369626763365,97.16758738734354,complete
Organic hydroperoxide resistance protein,contig_1,126577,126984,+,408,100.0,95.95369626763365,97.16758738734354,complete
Glutathione S-transferase%2C C-terminal domain protein,contig_1,127030,127659,-,630,100.0,95.95369626763363,97.16758738734354,complete
hypothetical protein,contig_1,127803,128093,+,291,100.0,95.95369626763363,97.16758738734354,complete
Bacteriocin immunity protein,contig_1,128292,128639,-,348,100.0,95.95369626763363,97.16758738734354,complete
hypothetical protein,contig_1,128855,129109,+,255,100.0,95.95369626763363,97.16758738734354,complete
Bacteriocin,contig_1,129279,129392,+,114,100.0,95.95369626763363,97.16758738734354,complete
hypothetical protein,contig_1,129411,129818,+,408,100.0,95.95369626763365,97.16758738734354,complete
IS3 family IS1163 transposase ORF A,contig_1,129869,130132,+,264,8.712121212121213,95.95369626763362,69.78122375097989,missing
IS3 family transposase ORF B,contig_1,130171,130938,+,768,0.0,0.0,0.0,missing
hypothetical protein,contig_1,131187,131294,+,108,0.0,0.0,0.0,missing
hypothetical protein,contig_1,131269,131466,+,198,0.0,0.0,0.0,missing
Hypothetical small protein,contig_1,131512,131844,-,333,0.0,0.0,0.0,missing
bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB,contig_1,132060,133100,+,1041,0.0,0.0,0.0,missing
HhH-GPD superbase excision DNA repair family protein,contig_1,133138,133758,-,621,0.0,0.0,0.0,missing
Integral membrane protein,contig_1,134010,134234,-,225,0.0,0.0,0.0,missing
FAD-dependent oxidoreductase,contig_1,134394,135749,+,1356,0.0,0.0,0.0,missing
Glycerophosphodiester phosphodiesterase,contig_1,136156,137937,-,1782,0.0,0.0,0.0,missing
hypothetical protein,contig_1,138094,138708,+,615,0.0,0.0,0.0,missing
IS6 family transposase,contig_1,138773,139387,+,615,0.0,0.0,0.0,missing
ArsR family transcriptional regulator,contig_1,139380,139607,+,228,35.96491228070175,99.8362793393219,80.67486922173585,missing
IS30 family ISLsa1 transposase,contig_1,139537,140457,-,921,100.0,99.8362793393219,99.88539553752533,complete
Central glycolytic gene regulator,contig_1,141372,142409,+,1038,100.0,99.8362793393219,99.88539553752533,complete
type I glyceraldehyde-3-phosphate dehydrogenase,contig_1,142450,143466,+,1017,100.0,99.8362793393219,99.88539553752533,complete
Phosphoglycerate kinase,contig_1,143567,144781,+,1215,100.0,99.83627933932192,99.88539553752534,complete
triose-phosphate isomerase,contig_1,144807,145562,+,756,100.0,99.8362793393219,99.88539553752533,complete
phosphopyruvate hydratase,contig_1,145679,146974,+,1296,100.0,99.83627933932192,99.88539553752534,complete
hypothetical protein,contig_1,147337,147474,+,138,100.0,99.83627933932192,99.88539553752534,complete
PRD domain-containing protein,contig_1,147476,149227,+,1752,100.0,99.8362793393219,99.88539553752533,complete
PTS EIIA type-2 domain-containing protein,contig_1,149244,149702,+,459,100.0,99.8362793393219,99.88539553752533,complete
PTS fructose transporter subunit IIBC,contig_1,149716,151122,+,1407,100.0,99.83627933932192,99.88539553752534,complete
arginine repressor,contig_1,151275,151736,+,462,100.0,99.8362793393219,99.88539553752533,complete
Pseudouridine synthase,contig_1,151851,152741,-,891,100.0,99.83627933932192,99.88539553752534,complete
Penicillin-binding protein 1F,contig_1,152896,154977,+,2082,100.0,99.8362793393219,99.88539553752533,complete
UPF0342 protein LCA_0622,contig_1,155003,155347,+,345,100.0,99.83627933932192,99.88539553752534,complete
Calcineurin-like phosphoesterase family protein,contig_1,155729,156937,+,1209,100.0,99.83627933932192,99.88539553752534,complete
Uncharacterized protein YhaN AAA domain-containing protein,contig_1,156940,159663,+,2724,100.0,99.83627933932192,99.88539553752534,complete
3'-5' exonuclease,contig_1,159641,160615,+,975,100.0,99.8362793393219,99.88539553752533,complete
Foldase protein PrsA,contig_1,160668,161570,-,903,100.0,99.8362793393219,99.88539553752533,complete
YtxH domain-containing protein,contig_1,161770,162093,-,324,100.0,99.83627933932192,99.88539553752534,complete
Hit-family hydrolase,contig_1,162096,162524,-,429,100.0,99.83627933932192,99.88539553752534,complete
ABC transporter (ATP-binding protein),contig_1,162736,163464,+,729,100.0,99.8362793393219,99.88539553752533,complete
Bacterial ABC transporter EcsB family protein,contig_1,163467,164672,+,1206,100.0,99.83627933932192,99.88539553752534,complete
Phosphotransferase,contig_1,164808,165602,+,795,100.0,99.8362793393219,99.88539553752533,complete
tRNA (guanosine(46)-N7)-methyltransferase TrmB,contig_1,165661,166302,+,642,100.0,99.8362793393219,99.88539553752533,complete
PepSY domain-containing protein,contig_1,166855,167181,-,327,100.0,99.83627933932192,99.88539553752534,complete
Thiol reductase thioredoxin,contig_1,167304,167624,+,321,100.0,99.8362793393219,99.88539553752533,complete
Phenylalanine--tRNA ligase beta subunit,contig_1,167643,168272,+,630,100.0,99.83627933932192,99.88539553752534,complete
asparagine synthase (glutamine-hydrolyzing),contig_1,168418,170322,+,1905,100.0,99.83627933932192,99.88539553752534,complete
UDP-N-acetylmuramate--L-alanine ligase,contig_1,170526,171860,+,1335,100.0,99.83627933932192,99.88539553752534,complete
Integral membrane protein,contig_1,171958,172656,+,699,100.0,99.83627933932192,99.88539553752534,complete
PadR family transcriptional regulator,contig_1,172759,173112,+,354,100.0,99.83627933932192,99.88539553752534,complete
DUF1700 domain-containing protein,contig_1,173105,173698,+,594,100.0,99.83627933932192,99.88539553752534,complete
hypothetical protein,contig_1,173699,173845,+,147,100.0,99.83627933932192,99.88539553752534,complete
3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,contig_1,173896,174408,-,513,100.0,99.8362793393219,99.88539553752533,complete
Xaa-Pro dipeptidyl-peptidase,contig_1,174426,176837,-,2412,100.0,99.83627933932192,99.88539553752534,complete
NTP pyrophosphohydrolase MazG-like domain-containing protein,contig_1,177098,177424,+,327,100.0,99.83627933932192,99.88539553752534,complete
CSD domain-containing protein,contig_1,177680,177880,+,201,100.0,99.83627933932192,99.88539553752534,complete
Short chain dehydrogenase family protein,contig_1,178035,178757,-,723,100.0,99.83627933932193,99.88539553752535,complete
Universal stress family protein,contig_1,179047,179484,+,438,100.0,99.83627933932192,99.88539553752534,complete
Beta-lactamase family protein,contig_1,179647,180825,+,1179,100.0,99.83627933932192,99.88539553752534,complete
IS3 family IS1520 transposase ORF A,contig_1,180995,181246,+,252,100.0,99.8362793393219,99.88539553752533,complete
IS3 family IS1520 transposase ORF B,contig_1,181267,182064,+,798,100.0,99.8362793393219,99.88539553752533,complete
IS6 family transposase,contig_1,182330,182758,-,429,100.0,99.83627933932192,99.88539553752534,complete
glycerol kinase GlpK,contig_1,183065,184582,+,1518,100.0,99.83627933932193,99.88539553752535,complete
type 1 glycerol-3-phosphate oxidase,contig_1,184594,186420,+,1827,100.0,99.8362793393219,99.88539553752533,complete
Glycerol permease,contig_1,186443,187162,+,720,100.0,99.8362793393219,99.88539553752533,complete
N5-carboxyaminoimidazole ribonucleotide mutase,contig_1,187333,187818,+,486,100.0,99.8362793393219,99.88539553752533,complete
5-(carboxyamino)imidazole ribonucleotide synthase,contig_1,187802,188932,+,1131,100.0,99.83627933932192,99.88539553752534,complete
adenylosuccinate lyase,contig_1,188948,190246,+,1299,100.0,99.83627933932192,99.88539553752534,complete
phosphoribosylaminoimidazolesuccinocarboxamide synthase,contig_1,190357,191082,+,726,100.0,99.83627933932193,99.88539553752535,complete
phosphoribosylformylglycinamidine synthase subunit PurS,contig_1,191075,191335,+,261,100.0,99.8362793393219,99.88539553752533,complete
phosphoribosylformylglycinamidine synthase subunit PurQ,contig_1,191332,192006,+,675,100.0,99.83627933932192,99.88539553752534,complete
phosphoribosylformylglycinamidine synthase subunit PurL,contig_1,192009,194225,+,2217,100.0,99.83627933932192,99.88539553752534,complete
amidophosphoribosyltransferase,contig_1,194210,195652,+,1443,100.0,99.8362793393219,99.88539553752533,complete
Phosphoribosylformylglycinamidine cyclo-ligase,contig_1,195649,196671,+,1023,100.0,99.8362793393219,99.88539553752533,complete
phosphoribosylglycinamide formyltransferase,contig_1,196676,197293,+,618,100.0,99.83627933932192,99.88539553752534,complete
bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,contig_1,197262,198803,+,1542,100.0,99.83627933932193,99.88539553752535,complete
Phosphoribosylamine--glycine ligase,contig_1,198821,200074,+,1254,100.0,99.83627933932192,99.88539553752534,complete
L-lactate oxidase (N-terminal)%2C degenerate,contig_1,200152,200379,+,228,100.0,99.83627933932192,99.88539553752534,complete
Lactate oxidase,contig_1,200521,201240,+,720,100.0,99.8362793393219,99.88539553752533,complete
Integral membrane protein,contig_1,201329,201565,-,237,100.0,99.83627933932192,99.88539553752534,complete
TetR family transcriptional regulator,contig_1,201825,202436,+,612,100.0,99.83627933932192,99.88539553752534,complete
50S ribosomal protein L21,contig_1,202584,202892,+,309,100.0,99.83627933932192,99.88539553752534,complete
Ribosomal protein,contig_1,202907,203248,+,342,100.0,99.83627933932192,99.88539553752534,complete
50S ribosomal protein L27,contig_1,203277,203564,+,288,100.0,99.83627933932192,99.88539553752534,complete
elongation factor P,contig_1,203992,204549,+,558,100.0,99.83627933932192,99.88539553752534,complete
Asp23/Gls24 family envelope stress response protein,contig_1,204585,205028,+,444,100.0,99.8362793393219,99.88539553752533,complete
transcription antitermination factor NusB,contig_1,205028,205456,+,429,100.0,99.83627933932192,99.88539553752534,complete
bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,contig_1,205618,206469,+,852,100.0,99.8362793393219,99.88539553752533,complete
exodeoxyribonuclease VII large subunit,contig_1,206462,207811,+,1350,100.0,99.83627933932192,99.88539553752534,complete
exodeoxyribonuclease VII small subunit,contig_1,207813,208043,+,231,100.0,99.83627933932193,99.88539553752535,complete
farnesyl diphosphate synthase,contig_1,208043,208915,+,873,100.0,99.8362793393219,99.88539553752533,complete
Cell division protein FtsJ,contig_1,208924,209754,+,831,100.0,99.83627933932192,99.88539553752534,complete
arginine repressor,contig_1,209835,210287,+,453,100.0,99.8362793393219,99.88539553752533,complete
DNA repair protein RecN,contig_1,210336,212036,+,1701,100.0,99.83627933932192,99.88539553752534,complete
DUF2642 domain-containing protein,contig_1,212087,212413,-,327,100.0,99.83627933932192,99.88539553752534,complete
Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein,contig_1,212535,212759,+,225,100.0,99.8362793393219,99.88539553752533,complete
guanylate kinase,contig_1,212831,213442,+,612,100.0,99.83627933932192,99.88539553752534,complete
DNA-directed RNA polymerase subunit omega,contig_1,213447,213704,+,258,100.0,99.8362793393219,99.88539553752533,complete
bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,contig_1,213794,214996,+,1203,100.0,99.83627933932192,99.88539553752534,complete
primosomal protein N',contig_1,215015,217429,+,2415,100.0,99.83627933932192,99.88539553752534,complete
methionyl-tRNA formyltransferase,contig_1,217448,218401,+,954,100.0,99.8362793393219,99.88539553752533,complete
16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,contig_1,218394,219737,+,1344,100.0,99.83627933932192,99.88539553752534,complete
Stp1/IreP family PP2C-type Ser/Thr phosphatase,contig_1,219761,220507,+,747,100.0,99.8362793393219,99.88539553752533,complete
Stk1 family PASTA domain-containing Ser/Thr kinase,contig_1,220504,222528,+,2025,100.0,99.8362793393219,99.88539553752533,complete
ribosome small subunit-dependent GTPase A,contig_1,222544,223443,+,900,100.0,99.8362793393219,99.88539553752533,complete
ribulose-phosphate 3-epimerase,contig_1,223463,224128,+,666,100.0,99.83627933932192,99.88539553752534,complete
thiamine diphosphokinase,contig_1,224115,224765,+,651,100.0,99.8362793393219,99.88539553752533,complete
50S ribosomal protein L28,contig_1,224916,225101,-,186,100.0,99.83627933932193,99.88539553752535,complete
Asp23/Gls24 family envelope stress response protein,contig_1,225407,225769,+,363,100.0,99.83627933932193,99.88539553752535,complete
Enzyme structurally related to dihydroxyacetone/glyceraldehyde kinase,contig_1,225834,227504,+,1671,100.0,99.83627933932192,99.88539553752534,complete
ATP-dependent DNA helicase RecG,contig_1,227738,229780,+,2043,100.0,99.8362793393219,99.88539553752533,complete
phosphate acyltransferase PlsX,contig_1,229801,230814,+,1014,100.0,99.8362793393219,99.88539553752533,complete
acyl carrier protein,contig_1,230966,231208,+,243,100.0,99.8362793393219,99.88539553752533,complete
Peptide ABC transporter substrate-binding protein,contig_1,231457,233103,+,1647,100.0,99.83627933932192,99.88539553752534,complete
oligopeptide ABC transporter permease,contig_1,233172,234107,+,936,100.0,99.8362793393219,99.88539553752533,complete
Oligopeptide ABC transporter%2C membrane-spanning subunit,contig_1,234108,235121,+,1014,100.0,99.8362793393219,99.88539553752533,complete
Oligopeptide ABC transporter%2C ATP-binding subunit,contig_1,235312,236376,+,1065,100.0,99.8362793393219,99.88539553752533,complete
Oligopeptide ABC transporter (ATP-binding protein),contig_1,236363,237322,+,960,100.0,99.8362793393219,99.88539553752533,complete
ribonuclease III,contig_1,237508,238182,+,675,100.0,99.83627933932192,99.88539553752534,complete
chromosome segregation protein SMC,contig_1,238237,241797,+,3561,100.0,99.8362793393219,99.88539553752533,complete
signal recognition particle-docking protein FtsY,contig_1,241808,243184,+,1377,100.0,99.8362793393219,99.88539553752533,complete
Glycerate kinase,contig_1,243246,244385,+,1140,100.0,99.83627933932192,99.88539553752534,complete
Integral membrane protein,contig_1,244426,244740,-,315,100.0,99.83627933932192,99.88539553752534,complete
putative DNA-binding protein,contig_1,244937,245278,+,342,100.0,99.83627933932192,99.88539553752534,complete
signal recognition particle protein,contig_1,245302,246738,+,1437,100.0,99.8362793393219,99.88539553752533,complete
30S ribosomal protein S16,contig_1,246831,247106,+,276,100.0,99.83627933932192,99.88539553752534,complete
RNA-binding protein KhpA,contig_1,247116,247358,+,243,100.0,99.8362793393219,99.88539553752533,complete
ribosome maturation factor RimM,contig_1,247425,247955,+,531,100.0,99.8362793393219,99.88539553752533,complete
tRNA (guanosine(37)-N1)-methyltransferase TrmD,contig_1,247945,248685,+,741,100.0,99.8362793393219,99.88539553752533,complete
50S ribosomal protein L19,contig_1,248806,249153,+,348,100.0,99.83627933932192,99.88539553752534,complete
hypothetical protein,contig_1,249228,249416,+,189,100.0,99.83627933932193,99.88539553752535,complete
Integral membrane protein,contig_1,249413,249826,-,414,100.0,99.83627933932193,99.88539553752535,complete
Integral membrane protein,contig_1,249913,250272,-,360,100.0,99.8362793393219,99.88539553752533,complete
Glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein,contig_1,250436,250870,+,435,100.0,99.8362793393219,99.88539553752533,complete
DUF2187 domain-containing protein,contig_1,251174,251419,+,246,100.0,99.83627933932192,99.88539553752534,complete
Cys-tRNA(Pro) deacylase,contig_1,251478,251984,-,507,100.0,99.8362793393219,99.88539553752533,complete
Transposase,contig_1,252098,252271,+,174,100.0,99.83627933932192,99.88539553752534,complete
Antibiotic biosynthesis monooxygenase,contig_1,252333,252722,+,390,100.0,99.83627933932193,99.88539553752535,complete
DUF3013 domain-containing protein,contig_1,252873,253367,+,495,100.0,99.8362793393219,99.88539553752533,complete
50S ribosomal protein L11 methyltransferase,contig_1,253398,254345,+,948,100.0,99.8362793393219,99.88539553752533,complete
16S rRNA (uracil(1498)-N(3))-methyltransferase,contig_1,254358,255113,+,756,100.0,99.8362793393219,99.88539553752533,complete
Integral membrane protein,contig_1,255150,255491,+,342,100.0,99.83627933932192,99.88539553752534,complete
GTP diphosphokinase,contig_1,255581,257812,+,2232,100.0,99.83627933932192,99.88539553752534,complete
D-aminoacyl-tRNA deacylase,contig_1,257825,258274,+,450,100.0,99.8362793393219,99.88539553752533,complete
