name,seqid,start,end,strand,length,coverage_pct,avg_identity,quality_score,status
WP_277130949.1,NZ_CP113945.1,88876,89574,+,699,100.0,100.0,100.0,complete
OZX58_RS00450,NZ_CP113945.1,89737,90471,+,735,100.0,100.0,100.0,complete
WP_277141034.1,NZ_CP113945.1,89737,90471,+,735,100.0,100.0,100.0,complete
OZX58_RS00455,NZ_CP113945.1,90527,91276,-,750,100.0,100.0,100.0,complete
WP_277130946.1,NZ_CP113945.1,90527,91276,-,750,100.0,100.0,100.0,complete
OZX58_RS00460,NZ_CP113945.1,91273,92892,-,1620,100.0,100.0,100.0,complete
WP_277141035.1,NZ_CP113945.1,91273,92892,-,1620,100.0,100.0,100.0,complete
OZX58_RS00465,NZ_CP113945.1,93326,94483,-,1158,100.0,100.0,100.0,complete
WP_277141036.1,NZ_CP113945.1,93326,94483,-,1158,100.0,100.0,100.0,complete
OZX58_RS00470,NZ_CP113945.1,94509,96119,-,1611,100.0,100.0,100.0,complete
WP_277141037.1,NZ_CP113945.1,94509,96119,-,1611,100.0,100.0,100.0,complete
OZX58_RS00475,NZ_CP113945.1,96481,97701,-,1221,100.0,100.0,100.0,complete
WP_277141038.1,NZ_CP113945.1,96481,97701,-,1221,100.0,100.0,100.0,complete
OZX58_RS00480,NZ_CP113945.1,97798,98430,-,633,100.0,100.0,100.0,complete
WP_277141039.1,NZ_CP113945.1,97798,98430,-,633,100.0,100.0,100.0,complete
OZX58_RS00485,NZ_CP113945.1,98477,98836,+,360,100.0,100.0,100.0,complete
WP_277141040.1,NZ_CP113945.1,98477,98836,+,360,100.0,100.0,100.0,complete
OZX58_RS00490,NZ_CP113945.1,98831,99625,-,795,100.0,100.0,100.0,complete
WP_277130932.1,NZ_CP113945.1,98831,99625,-,795,100.0,100.0,100.0,complete
OZX58_RS00495,NZ_CP113945.1,99626,100069,-,444,100.0,100.0,100.0,complete
WP_277141041.1,NZ_CP113945.1,99626,100069,-,444,100.0,100.0,100.0,complete
OZX58_RS00500,NZ_CP113945.1,100117,100821,-,705,100.0,100.0,100.0,complete
WP_277141042.1,NZ_CP113945.1,100117,100821,-,705,100.0,100.0,100.0,complete
OZX58_RS00505,NZ_CP113945.1,101267,101557,-,291,100.0,100.0,100.0,complete
WP_277141043.1,NZ_CP113945.1,101267,101557,-,291,100.0,100.0,100.0,complete
asnA,NZ_CP113945.1,101739,102752,-,1014,100.0,100.0,100.0,complete
WP_277141044.1,NZ_CP113945.1,101739,102752,-,1014,100.0,100.0,100.0,complete
OZX58_RS00515,NZ_CP113945.1,103173,103658,+,486,100.0,100.0,100.0,complete
WP_277141045.1,NZ_CP113945.1,103173,103658,+,486,100.0,100.0,100.0,complete
OZX58_RS00520,NZ_CP113945.1,103766,104080,+,315,100.0,100.0,100.0,complete
WP_277141046.1,NZ_CP113945.1,103766,104080,+,315,100.0,100.0,100.0,complete
OZX58_RS00525,NZ_CP113945.1,104443,105099,+,657,100.0,100.0,100.0,complete
WP_277141047.1,NZ_CP113945.1,104443,105099,+,657,100.0,100.0,100.0,complete
OZX58_RS00530,NZ_CP113945.1,105140,105829,+,690,100.0,100.0,100.0,complete
WP_277141048.1,NZ_CP113945.1,105140,105829,+,690,100.0,100.0,100.0,complete
cls,NZ_CP113945.1,105908,107365,-,1458,100.0,100.0,100.0,complete
WP_277141049.1,NZ_CP113945.1,105908,107365,-,1458,100.0,100.0,100.0,complete
OZX58_RS00540,NZ_CP113945.1,107392,108324,-,933,100.0,100.0,100.0,complete
WP_277141050.1,NZ_CP113945.1,107392,108324,-,933,100.0,100.0,100.0,complete
OZX58_RS00545,NZ_CP113945.1,108397,109248,+,852,100.0,100.0,100.0,complete
WP_277141051.1,NZ_CP113945.1,108397,109248,+,852,100.0,100.0,100.0,complete
OZX58_RS00550,NZ_CP113945.1,109249,110214,-,966,100.0,100.0,100.0,complete
WP_277130918.1,NZ_CP113945.1,109249,110214,-,966,100.0,100.0,100.0,complete
OZX58_RS00555,NZ_CP113945.1,110352,111194,+,843,100.0,100.0,100.0,complete
WP_277141052.1,NZ_CP113945.1,110352,111194,+,843,100.0,100.0,100.0,complete
OZX58_RS00560,NZ_CP113945.1,111191,111847,+,657,100.0,100.0,100.0,complete
WP_277130916.1,NZ_CP113945.1,111191,111847,+,657,100.0,100.0,100.0,complete
OZX58_RS00565,NZ_CP113945.1,111961,112941,+,981,100.0,100.0,100.0,complete
WP_277130915.1,NZ_CP113945.1,111961,112941,+,981,100.0,100.0,100.0,complete
OZX58_RS00570,NZ_CP113945.1,113113,113796,+,684,100.0,100.0,100.0,complete
WP_277141053.1,NZ_CP113945.1,113113,113796,+,684,100.0,100.0,100.0,complete
OZX58_RS00575,NZ_CP113945.1,113808,114638,+,831,100.0,100.0,100.0,complete
WP_277130913.1,NZ_CP113945.1,113808,114638,+,831,100.0,100.0,100.0,complete
OZX58_RS00580,NZ_CP113945.1,114713,115207,+,495,100.0,100.0,100.0,complete
WP_277141054.1,NZ_CP113945.1,114713,115207,+,495,100.0,100.0,100.0,complete
OZX58_RS00585,NZ_CP113945.1,115842,116825,-,984,100.0,100.0,100.0,complete
WP_277141055.1,NZ_CP113945.1,115842,116825,-,984,100.0,100.0,100.0,complete
OZX58_RS00590,NZ_CP113945.1,117801,118886,+,1086,100.0,100.0,100.0,complete
WP_277130909.1,NZ_CP113945.1,117801,118886,+,1086,100.0,100.0,100.0,complete
OZX58_RS00595,NZ_CP113945.1,118913,119674,+,762,100.0,100.0,100.0,complete
WP_277141695.1,NZ_CP113945.1,118913,119674,+,762,100.0,100.0,100.0,complete
OZX58_RS00600,NZ_CP113945.1,119784,120902,+,1119,100.0,100.0,100.0,complete
WP_277141056.1,NZ_CP113945.1,119784,120902,+,1119,100.0,100.0,100.0,complete
OZX58_RS00605,NZ_CP113945.1,120899,121672,+,774,100.0,100.0,100.0,complete
WP_277131023.1,NZ_CP113945.1,120899,121672,+,774,100.0,100.0,100.0,complete
OZX58_RS00610,NZ_CP113945.1,121656,122471,+,816,100.0,100.0,100.0,complete
WP_277141057.1,NZ_CP113945.1,121656,122471,+,816,100.0,100.0,100.0,complete
OZX58_RS00615,NZ_CP113945.1,122628,122891,+,264,100.0,100.0,100.0,complete
WP_277130906.1,NZ_CP113945.1,122628,122891,+,264,100.0,100.0,100.0,complete
OZX58_RS00620,NZ_CP113945.1,123055,123408,-,354,100.0,100.0,100.0,complete
WP_277141058.1,NZ_CP113945.1,123055,123408,-,354,100.0,100.0,100.0,complete
OZX58_RS00625,NZ_CP113945.1,123578,126100,+,2523,100.0,100.0,100.0,complete
WP_277141059.1,NZ_CP113945.1,123578,126100,+,2523,100.0,100.0,100.0,complete
OZX58_RS00630,NZ_CP113945.1,126244,127737,+,1494,100.0,100.0,100.0,complete
WP_277141060.1,NZ_CP113945.1,126244,127737,+,1494,100.0,100.0,100.0,complete
OZX58_RS00635,NZ_CP113945.1,127793,129004,-,1212,100.0,100.0,100.0,complete
WP_277141061.1,NZ_CP113945.1,127793,129004,-,1212,100.0,100.0,100.0,complete
OZX58_RS00640,NZ_CP113945.1,129233,130027,+,795,100.0,100.0,100.0,complete
WP_277141062.1,NZ_CP113945.1,129233,130027,+,795,100.0,100.0,100.0,complete
OZX58_RS00645,NZ_CP113945.1,130136,130747,+,612,100.0,100.0,100.0,complete
WP_277141063.1,NZ_CP113945.1,130136,130747,+,612,100.0,100.0,100.0,complete
OZX58_RS00650,NZ_CP113945.1,130861,131649,+,789,100.0,100.0,100.0,complete
WP_277141064.1,NZ_CP113945.1,130861,131649,+,789,100.0,100.0,100.0,complete
OZX58_RS00655,NZ_CP113945.1,131667,133127,+,1461,100.0,100.0,100.0,complete
WP_277141065.1,NZ_CP113945.1,131667,133127,+,1461,100.0,100.0,100.0,complete
OZX58_RS00660,NZ_CP113945.1,133268,134017,+,750,100.0,100.0,100.0,complete
WP_277130897.1,NZ_CP113945.1,133268,134017,+,750,100.0,100.0,100.0,complete
OZX58_RS00665,NZ_CP113945.1,134028,135836,+,1809,100.0,100.0,100.0,complete
WP_277141066.1,NZ_CP113945.1,134028,135836,+,1809,100.0,100.0,100.0,complete
OZX58_RS00670,NZ_CP113945.1,135855,137663,+,1809,100.0,100.0,100.0,complete
WP_277141067.1,NZ_CP113945.1,135855,137663,+,1809,100.0,100.0,100.0,complete
OZX58_RS00675,NZ_CP113945.1,137693,138466,-,774,100.0,100.0,100.0,complete
WP_277141068.1,NZ_CP113945.1,137693,138466,-,774,100.0,100.0,100.0,complete
OZX58_RS00680,NZ_CP113945.1,138721,139185,+,465,100.0,100.0,100.0,complete
WP_277130887.1,NZ_CP113945.1,138721,139185,+,465,100.0,100.0,100.0,complete
OZX58_RS00685,NZ_CP113945.1,139189,140154,+,966,100.0,100.0,100.0,complete
WP_277141069.1,NZ_CP113945.1,139189,140154,+,966,100.0,100.0,100.0,complete
OZX58_RS00690,NZ_CP113945.1,140178,140426,+,249,100.0,100.0,100.0,complete
WP_277130883.1,NZ_CP113945.1,140178,140426,+,249,100.0,100.0,100.0,complete
fabK,NZ_CP113945.1,140430,141383,+,954,100.0,100.0,100.0,complete
WP_277141070.1,NZ_CP113945.1,140430,141383,+,954,100.0,100.0,100.0,complete
OZX58_RS00700,NZ_CP113945.1,141386,142312,+,927,100.0,100.0,100.0,complete
WP_277141071.1,NZ_CP113945.1,141386,142312,+,927,100.0,100.0,100.0,complete
fabG,NZ_CP113945.1,142312,143046,+,735,100.0,100.0,100.0,complete
WP_277141072.1,NZ_CP113945.1,142312,143046,+,735,100.0,100.0,100.0,complete
fabF,NZ_CP113945.1,143059,144291,+,1233,100.0,100.0,100.0,complete
WP_277141073.1,NZ_CP113945.1,143059,144291,+,1233,100.0,100.0,100.0,complete
OZX58_RS00715,NZ_CP113945.1,144292,144714,+,423,100.0,100.0,100.0,complete
WP_277141074.1,NZ_CP113945.1,144292,144714,+,423,100.0,100.0,100.0,complete
fabZ,NZ_CP113945.1,144727,145173,+,447,100.0,100.0,100.0,complete
WP_277141076.1,NZ_CP113945.1,144727,145173,+,447,100.0,100.0,100.0,complete
OZX58_RS00725,NZ_CP113945.1,145184,146560,+,1377,100.0,100.0,100.0,complete
WP_277141077.1,NZ_CP113945.1,145184,146560,+,1377,100.0,100.0,100.0,complete
OZX58_RS00730,NZ_CP113945.1,146560,147411,+,852,100.0,100.0,100.0,complete
WP_277141078.1,NZ_CP113945.1,146560,147411,+,852,100.0,100.0,100.0,complete
accA,NZ_CP113945.1,147401,148171,+,771,100.0,100.0,100.0,complete
WP_277141079.1,NZ_CP113945.1,147401,148171,+,771,100.0,100.0,100.0,complete
cds-OZX58_RS08175,NZ_CP113945.1,148396,149034,+,639,100.0,100.0,100.0,complete
cds-OZX58_RS08180,NZ_CP113945.1,149122,150480,+,1359,100.0,100.0,100.0,complete
OZX58_RS00745,NZ_CP113945.1,150477,151214,+,738,100.0,100.0,100.0,complete
WP_277130867.1,NZ_CP113945.1,150477,151214,+,738,100.0,100.0,100.0,complete
OZX58_RS00750,NZ_CP113945.1,151478,152671,-,1194,100.0,100.0,100.0,complete
WP_277130865.1,NZ_CP113945.1,151478,152671,-,1194,100.0,100.0,100.0,complete
deoC,NZ_CP113945.1,152931,153584,+,654,100.0,100.0,100.0,complete
WP_277141081.1,NZ_CP113945.1,152931,153584,+,654,100.0,100.0,100.0,complete
OZX58_RS00760,NZ_CP113945.1,153604,154791,+,1188,100.0,100.0,100.0,complete
WP_277141082.1,NZ_CP113945.1,153604,154791,+,1188,100.0,100.0,100.0,complete
OZX58_RS00765,NZ_CP113945.1,154968,155915,+,948,100.0,100.0,100.0,complete
WP_277141083.1,NZ_CP113945.1,154968,155915,+,948,100.0,100.0,100.0,complete
OZX58_RS00770,NZ_CP113945.1,155933,157231,+,1299,100.0,100.0,100.0,complete
WP_277141084.1,NZ_CP113945.1,155933,157231,+,1299,100.0,100.0,100.0,complete
OZX58_RS00775,NZ_CP113945.1,157349,158419,+,1071,100.0,100.0,100.0,complete
WP_277141085.1,NZ_CP113945.1,157349,158419,+,1071,100.0,100.0,100.0,complete
OZX58_RS00780,NZ_CP113945.1,158547,159257,+,711,100.0,100.0,100.0,complete
WP_277141087.1,NZ_CP113945.1,158547,159257,+,711,100.0,100.0,100.0,complete
thiW,NZ_CP113945.1,159348,159857,-,510,100.0,100.0,100.0,complete
WP_277141089.1,NZ_CP113945.1,159348,159857,-,510,100.0,100.0,100.0,complete
OZX58_RS00790,NZ_CP113945.1,160078,160722,-,645,100.0,100.0,100.0,complete
